url,title,image,price,description,variant,combined
https://canawineco.com/collections/whiskey/products/elmer-t-lee-single-barrel-100-year-tribute-kentucky-straight-bourbon,Elmer T. Lee Single Barrel 100 Year Tribute Kentucky Straight Bourbon,//canawineco.com/cdn/shop/products/elmertlee-100thanniversarysinglebarrelsourmashwhiskey-750ml_700x700.webp?v=1652284149,"$1,195.00","100 Year Tribute is a commemorative bottling honoring what would have been the 100th birthday of Elmer T. Lee, former master distiller emeritus for Buffalo Trace Distillery. This 100 Year Tribute is still a single barrel bourbon and is made using the same mash bill and age as its standard Elmer T. Lee Single Barrel Bourbon, but it is bottled at 100 proof rather than 90 proof. Size:  750ML Proof:  100 (50% ABV) Origin:  United States Distillery:  Buffalo Trace Distillery", 750ML,"elmer t. lee single barrel 100 year tribute kentucky straight bourbon 100 year tribute commemorative bottling honoring would 100th birthday elmer t. lee, former master distiller emeritus buffalo trace distillery. 100 year tribute still single barrel bourbon made using mash bill age standard elmer t. lee single barrel bourbon, bottled 100 proof rather 90 proof. size: 750ml proof: 100 (50% abv) origin: united states distillery: buffalo trace distillery 750ml"
https://canawineco.com/collections/whiskey/products/heaven-hill-select-stock-good-folks-coffee-company,Heaven Hill Select Stock Good Folks Coffee Company,//canawineco.com/cdn/shop/products/Heaven-Hill-Select-Stock-Coffee-Barrel-Finished_700x700.webp?v=1652285123,$750.00,Heaven Hill Select Stock Double Oaked is distillery only release of Kentucky Straight Bourbon Whiskey aged 4 years and then finished an additional 2 years in a second oak barrel before being bottled at 110 proof. Size:  750mL Proof:  110 (55% ABV) Origin:  United States Distillery:  Buffalo Trace Distillery, 750mL,heaven hill select stock good folks coffee company heaven hill select stock double oaked distillery release kentucky straight bourbon whiskey aged 4 years finished additional 2 years second oak barrel bottled 110 proof. size: 750ml proof: 110 (55% abv) origin: united states distillery: buffalo trace distillery 750ml
https://canawineco.com/collections/whiskey/products/new-riff-single-barrel-bourbon-barrel-proof-102-4-proof,New Riff Single Barrel Bourbon Barrel Proof 102.4 Proof,//canawineco.com/cdn/shop/products/dqtwngcnocr31_700x700.webp?v=1652289175,$89.00,"A single barrel expression of the four year bourbon in toasted and charred new oak barrels. High-rye, full-bodied whiskey offering savory and spicy character. Flavors of vanilla, butterscotch, oak, and spice. Each barrel offers a slightly different flavor profile. Size:  750ML Proof:  102.4 (51.2% ABV) Origin:  United States Distillery:  New Riff Distillery", 750ML,"new riff single barrel bourbon barrel proof 102.4 proof single barrel expression four year bourbon toasted charred new oak barrels. high-rye, full-bodied whiskey offering savory spicy character. flavors vanilla, butterscotch, oak, spice. barrel offers slightly different flavor profile. size: 750ml proof: 102.4 (51.2% abv) origin: united states distillery: new riff distillery 750ml"
https://canawineco.com/collections/whiskey/products/sam-houston-15-year-kentucky-straight-bourbon-whiskey,Sam Houston 15 year Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/Sam-Houston-15-Year-Kentucky-Straight-Bourbon-Whiskey-768x768_700x700.webp?v=1652303192,$249.99,"Embodies all of the characteristics that make this Kentucky Straight Bourbon distinct, just like Sam Houston himself. Size:  750ml Proof:  103 (51.5% ABV) Origin:  United States Distillery:  Sam Houston", 750ml,"sam houston 15 year kentucky straight bourbon whiskey embodies characteristics make kentucky straight bourbon distinct, like sam houston himself. size: 750ml proof: 103 (51.5% abv) origin: united states distillery: sam houston 750ml"
https://canawineco.com/collections/whiskey/products/elijah-craig-barrel-proof-c915-135-6-proof-batch-9,Elijah Craig Batch 9 Barrel Proof Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-12T104044.279_171aac8b-29f6-4386-80cc-6743a74ef10c_700x700.png?v=1718207398,$799.99,"Discover the epitome of craftsmanship with Elijah Craig Batch 9 Barrel Proof Kentucky Straight Bourbon Whiskey. Aged to perfection, this small-batch gem delivers a symphony of bold flavors—rich caramel, toasted oak, and a hint of vanilla—culminating in a smooth, lingering finish. Ideal for aficionados seeking unparalleled depth and character in every sip. Size:  750ml Proof:  135.6 (67.8% ABV) Distillery:  Heaven Hill Batch 9", 750ml,"elijah craig batch 9 barrel proof kentucky straight bourbon whiskey discover epitome craftsmanship elijah craig batch 9 barrel proof kentucky straight bourbon whiskey. aged perfection, small-batch gem delivers symphony bold flavors—rich caramel, toasted oak, hint vanilla—culminating smooth, lingering finish. ideal aficionados seeking unparalleled depth character every sip. size: 750ml proof: 135.6 (67.8% abv) distillery: heaven hill batch 9 750ml"
https://canawineco.com/collections/whiskey/products/buffalo-trace-single-oak-project-barrel-5-kentucky-bourbon-375ml-with-box,Buffalo Trace Single Oak Project Barrel 5 Kentucky Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-28T102415.329_bbf4d6cd-5677-429c-a0a6-c0a73cf17519_700x700.png?v=1719588666,$495.00,"With Box Discover the exceptional Buffalo Trace Single Oak Project Barrel 5 Kentucky Bourbon Whiskey, a testament to the artistry of fine bourbon crafting. This luxurious spirit offers a harmonious blend of rich caramel, vanilla, and subtle oak flavors, meticulously aged to perfection. Each sip reveals a complex yet smooth profile, making it a true connoisseur's choice. Elevate your collection with this rare and exquisite bourbon from Cana Wine Co. Size:  375ml Proof:  90 (45% ABV) Origin:  Kentucky Distillery:  Buffalo Trace", 375ml,"buffalo trace single oak project barrel 5 kentucky bourbon whiskey box discover exceptional buffalo trace single oak project barrel 5 kentucky bourbon whiskey, testament artistry fine bourbon crafting. luxurious spirit offers harmonious blend rich caramel, vanilla, subtle oak flavors, meticulously aged perfection. sip reveals complex yet smooth profile, making true connoisseur's choice. elevate collection rare exquisite bourbon cana wine co. size: 375ml proof: 90 (45% abv) origin: kentucky distillery: buffalo trace 375ml"
https://canawineco.com/collections/whiskey/products/blantons-straight-from-the-barrel-kentucky-straight-bourbon-128-2-proof,Blanton's Straight From The Barrel 128.2 Proof Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/BLANTONSFTB128.2_467x700.jpg?v=1652206330,$379.00,"Discover the extraordinary strength of Blanton's Straight From The Barrel 128.2 Proof Kentucky Straight Bourbon Whiskey. This cask-strength bourbon boasts a deep amber hue and a robust profile of caramel, dark chocolate, and toasted oak. Each sip delivers an intense yet smooth experience, showcasing the unmatched craftsmanship of Blanton's. Perfect for the discerning whiskey enthusiast, this powerful expression offers a rich and complex journey. Elevate your collection with this exclusive release, available only at Cana Wine Co. Size:  700ml Proof:  128.2 (64.1% ABV) Origin:  Kentucky Distillery:  Buffalo Trace", 700ml,"blanton's straight barrel 128.2 proof kentucky straight bourbon whiskey discover extraordinary strength blanton's straight barrel 128.2 proof kentucky straight bourbon whiskey. cask-strength bourbon boasts deep amber hue robust profile caramel, dark chocolate, toasted oak. sip delivers intense yet smooth experience, showcasing unmatched craftsmanship blanton's. perfect discerning whiskey enthusiast, powerful expression offers rich complex journey. elevate collection exclusive release, available cana wine co. size: 700ml proof: 128.2 (64.1% abv) origin: kentucky distillery: buffalo trace 700ml"
https://canawineco.com/collections/whiskey/products/blantons-silver-edition-single-barrel-98-proof-spain-export,Blanton's Silver Edition Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/BLANTONSILVERSPAINIMPORT_525x700.jpg?v=1652206437,"$5,295.00","Experience the timeless elegance of Blanton's Silver Edition Bourbon Kentucky Straight Whiskey. Crafted with precision and aged to perfection, this distinguished spirit boasts a smooth, velvety texture and a golden amber hue. Delight in its rich flavors of caramel, vanilla, and a hint of spice, creating a harmonious balance on the palate. Ideal for discerning whiskey enthusiasts, this exclusive edition embodies the essence of luxury and sophistication. Elevate your tasting experience with Blanton's Silver Edition, available only at Cana Wine Co. Size:  750ml Proof:  98 (49% ABV) Origin:  Kentucky Distillery:  Buffalo Trace Dump Date:  10-13-2003", 750ml,"blanton's silver edition kentucky straight bourbon whiskey experience timeless elegance blanton's silver edition bourbon kentucky straight whiskey. crafted precision aged perfection, distinguished spirit boasts smooth, velvety texture golden amber hue. delight rich flavors caramel, vanilla, hint spice, creating harmonious balance palate. ideal discerning whiskey enthusiasts, exclusive edition embodies essence luxury sophistication. elevate tasting experience blanton's silver edition, available cana wine co. size: 750ml proof: 98 (49% abv) origin: kentucky distillery: buffalo trace dump date: 10-13-2003 750ml"
https://canawineco.com/collections/whiskey/products/blantons-straight-from-the-barrel-kentucky-straight-bourbon-126-1-proof,Blanton's Straight From The Barrel 126.1 Proof Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/BLANTONSFTB126.1_355x700.jpg?v=1652206275,$325.00,"Experience the unparalleled intensity of Blanton's Straight From The Barrel 126.1 Proof Kentucky Straight Bourbon Whiskey. This cask-strength bourbon presents a deep amber hue and a rich bouquet of caramel, dark chocolate, and charred oak. Each sip reveals a bold and complex profile, offering a robust yet smooth drinking experience. Perfect for the discerning whiskey enthusiast, this exceptional release embodies the essence of Blanton's craftsmanship. Elevate your collection with this powerful and exclusive bourbon, available only at Cana Wine Co. Size:  700ml Proof:  126.1 (63.05% ABV) Origin:  Kentucky Distillery:  Buffalo Trace", 700ml,"blanton's straight barrel 126.1 proof kentucky straight bourbon whiskey experience unparalleled intensity blanton's straight barrel 126.1 proof kentucky straight bourbon whiskey. cask-strength bourbon presents deep amber hue rich bouquet caramel, dark chocolate, charred oak. sip reveals bold complex profile, offering robust yet smooth drinking experience. perfect discerning whiskey enthusiast, exceptional release embodies essence blanton's craftsmanship. elevate collection powerful exclusive bourbon, available cana wine co. size: 700ml proof: 126.1 (63.05% abv) origin: kentucky distillery: buffalo trace 700ml"
https://canawineco.com/collections/whiskey/products/blantons-single-barrel-la-maison-du-whiskey-2021,2021 Blanton's La Maison du Whisky Single Barrel Bourbon Whiskey,//canawineco.com/cdn/shop/products/lamaison2020_700x_2cbb1a8b-54cb-4ca1-bd24-3317806de329_557x700.webp?v=1652205922,"$1,795.00","Explore the exquisite craftsmanship of the 2021 Blanton's La Maison du Whisky Single Barrel Bourbon Whiskey. This limited edition showcases a rich amber color and complex flavors of caramel, honey, and oak, culminating in a smooth, lingering finish. Meticulously aged and hand-selected for its exceptional quality, each bottle represents the pinnacle of bourbon artistry. Perfect for collectors and aficionados seeking sophistication, this exclusive release promises a memorable tasting experience. Elevate your whiskey collection with the distinctive charm of Blanton's, available exclusively at Cana Wine Co. Size:  700ml Proof:  100 (50% ABV) Origin:  Kentucky Distillery:  Buffalo Trace", 700ml,"2021 blanton's la maison du whisky single barrel bourbon whiskey explore exquisite craftsmanship 2021 blanton's la maison du whisky single barrel bourbon whiskey. limited edition showcases rich amber color complex flavors caramel, honey, oak, culminating smooth, lingering finish. meticulously aged hand-selected exceptional quality, bottle represents pinnacle bourbon artistry. perfect collectors aficionados seeking sophistication, exclusive release promises memorable tasting experience. elevate whiskey collection distinctive charm blanton's, available exclusively cana wine co. size: 700ml proof: 100 (50% abv) origin: kentucky distillery: buffalo trace 700ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-masters-collection-cherry-wood-smoked-barley-kentucky-straight-bourbon,2017 Woodford Reserve Master's Collection Cherry Wood Smoked Barley Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-07-02T112032.117_700x700.png?v=1719937247,$495.00,"Experience the distinctive flavor of the 2017 Woodford Reserve Master's Collection Cherry Wood Smoked Barley Kentucky Straight Bourbon Whiskey. This exceptional release combines the richness of bourbon with the subtle smokiness of cherry wood smoked barley. Enjoy notes of caramel, vanilla, and a hint of cherry smoke, all culminating in a smooth, nuanced finish. Crafted with meticulous care, this bourbon exemplifies Woodford Reserve's dedication to innovation and craftsmanship. Elevate your collection with this rare and unique bourbon, available exclusively at Cana Wine Co. Size:  750ml Proof:  90.4 (45.2% ABV) Release:  November, 2017 Origin:  Kentucky Distillery:  Woodford Reserve ", 750ml,"2017 woodford reserve master's collection cherry wood smoked barley kentucky straight bourbon whiskey experience distinctive flavor 2017 woodford reserve master's collection cherry wood smoked barley kentucky straight bourbon whiskey. exceptional release combines richness bourbon subtle smokiness cherry wood smoked barley. enjoy notes caramel, vanilla, hint cherry smoke, culminating smooth, nuanced finish. crafted meticulous care, bourbon exemplifies woodford reserve's dedication innovation craftsmanship. elevate collection rare unique bourbon, available exclusively cana wine co. size: 750ml proof: 90.4 (45.2% abv) release: november, 2017 origin: kentucky distillery: woodford reserve 750ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-distillery-series-five-malt-2015,2015 Woodford Reserve Series Five Malt Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-07-02T101932.083_700x700.png?v=1719933580,$379.00,"Introducing the 2015 Woodford Reserve Series Five Malt Whiskey, an exquisite blend that showcases the craftsmanship of Woodford Reserve. This limited edition whiskey offers a unique and complex flavor profile, featuring notes of rich malt, toasted oak, and a hint of dark chocolate. Each sip delivers a smooth, velvety finish that lingers on the palate, making it a perfect choice for connoisseurs and collectors alike. Elevate your spirits collection with this luxurious and rare masterpiece from Woodford Reserve, available exclusively at Cana Wine Co. Size:  375ml Proof:  90.4 (45.2% ABV) Origin:  Kentucky Distillery:  Woodford Reserve", 375ml,"2015 woodford reserve series five malt whiskey introducing 2015 woodford reserve series five malt whiskey, exquisite blend showcases craftsmanship woodford reserve. limited edition whiskey offers unique complex flavor profile, featuring notes rich malt, toasted oak, hint dark chocolate. sip delivers smooth, velvety finish lingers palate, making perfect choice connoisseurs collectors alike. elevate spirits collection luxurious rare masterpiece woodford reserve, available exclusively cana wine co. size: 375ml proof: 90.4 (45.2% abv) origin: kentucky distillery: woodford reserve 375ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-distillery-series-double-double-oaked-bourbon-winter-2017,2017 Woodford Reserve Series Double Double Oaked Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/image_7c1ead17-26ad-47fb-a42e-c4e9d0ee9e60_360x640.png?v=1662480927,$329.00,"Indulge in the exceptional richness of the 2017 Woodford Reserve Series Double Double Oaked Straight Bourbon Whiskey. This distinguished release offers a symphony of flavors, featuring deep notes of toasted oak, caramel, and dark chocolate, all culminating in a velvety, luxurious finish. Double matured to enhance its complexity, this bourbon exemplifies Woodford Reserve's dedication to craftsmanship and innovation. Elevate your collection with this rare and remarkable bourbon, available exclusively at Cana Wine Co. Size:  375ml Proof:  ABV Varies Origin:  Kentucky Distillery:  Woodford Reserve", 375ml,"2017 woodford reserve series double double oaked straight bourbon whiskey indulge exceptional richness 2017 woodford reserve series double double oaked straight bourbon whiskey. distinguished release offers symphony flavors, featuring deep notes toasted oak, caramel, dark chocolate, culminating velvety, luxurious finish. double matured enhance complexity, bourbon exemplifies woodford reserve's dedication craftsmanship innovation. elevate collection rare remarkable bourbon, available exclusively cana wine co. size: 375ml proof: abv varies origin: kentucky distillery: woodford reserve 375ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-distillery-series-sweet-mash-redux-2015,2015 Woodford Reserve Series Sweet Mash Redux Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-07-02T111932.961_700x700.png?v=1719937181,$479.00,"Experience the refined elegance of 2015 Woodford Reserve Series Sweet Mash Redux Bourbon Whiskey, a limited-edition gem crafted for the discerning palate. This exquisite bourbon offers a rich tapestry of flavors, with hints of caramel, vanilla, and spice, balanced by a smooth, velvety finish. Perfect for connoisseurs and collectors alike, Sweet Mash Redux embodies the artistry and heritage of Woodford Reserve, making it a prized addition to any luxury spirits collection. Indulge in a sip of sophistication with this rare and captivating bourbon. Size:  375ml Proof:  90.4 (45.2% ABV) Origin:  Kentucky Distillery:  Woodford Reserve", 375ml,"2015 woodford reserve series sweet mash redux bourbon whiskey experience refined elegance 2015 woodford reserve series sweet mash redux bourbon whiskey, limited-edition gem crafted discerning palate. exquisite bourbon offers rich tapestry flavors, hints caramel, vanilla, spice, balanced smooth, velvety finish. perfect connoisseurs collectors alike, sweet mash redux embodies artistry heritage woodford reserve, making prized addition luxury spirits collection. indulge sip sophistication rare captivating bourbon. size: 375ml proof: 90.4 (45.2% abv) origin: kentucky distillery: woodford reserve 375ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-distillery-series-double-double-oaked-bourbon-winter-2016,2016 Woodford Reserve Series Double Double Oaked Straight Bourbon Fall Whiskey,//canawineco.com/cdn/shop/products/woodford-doubledouble2020_700x700.jpg?v=1652367941,$329.00,"Immerse yourself in the rich complexity of the 2016 Woodford Reserve Series Double Double Oaked Straight Bourbon Fall Whiskey. This exceptional release showcases a symphony of flavors, with deep notes of toasted oak, caramel, and hints of spice, all culminating in a smooth and luxurious finish. Double matured to enhance its depth, this bourbon reflects Woodford Reserve's dedication to craftsmanship and innovation. Elevate your collection with this rare and distinctive bourbon, available exclusively at Cana Wine Co. Size:  375ml Proof:  ABV Varies Origin:  Kentucky Distillery:  Woodford Reserve", 375ml,"2016 woodford reserve series double double oaked straight bourbon fall whiskey immerse rich complexity 2016 woodford reserve series double double oaked straight bourbon fall whiskey. exceptional release showcases symphony flavors, deep notes toasted oak, caramel, hints spice, culminating smooth luxurious finish. double matured enhance depth, bourbon reflects woodford reserve's dedication craftsmanship innovation. elevate collection rare distinctive bourbon, available exclusively cana wine co. size: 375ml proof: abv varies origin: kentucky distillery: woodford reserve 375ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-distillery-series-double-double-oaked-bourbon-summer-2015,2015 Woodford Reserve Series Double Double Oaked Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-07-02T101758.997_700x700.png?v=1719933487,$329.00,"Immerse yourself in the rich complexity of the 2015 Woodford Reserve Series Double Double Oaked Straight Bourbon Whiskey. This exceptional release features a symphony of flavors, including deep notes of toasted oak, caramel, and dark chocolate, all harmonizing into a smooth, luxurious finish. Double matured to enhance its character, this bourbon reflects Woodford Reserve's commitment to craftsmanship and innovation. Elevate your collection with this rare and distinctive bourbon, available exclusively at Cana Wine Co. Size:  375ml Proof:  ABV Varies Origin:  Kentucky Distillery:  Woodford Reserve", 375ml,"2015 woodford reserve series double double oaked straight bourbon whiskey immerse rich complexity 2015 woodford reserve series double double oaked straight bourbon whiskey. exceptional release features symphony flavors, including deep notes toasted oak, caramel, dark chocolate, harmonizing smooth, luxurious finish. double matured enhance character, bourbon reflects woodford reserve's commitment craftsmanship innovation. elevate collection rare distinctive bourbon, available exclusively cana wine co. size: 375ml proof: abv varies origin: kentucky distillery: woodford reserve 375ml"
https://canawineco.com/collections/whiskey/products/woodford-reserve-distillery-series-chocolate-malt-whisper-2021,2021 Woodford Reserve Series Chocolate Malt Whisper Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/ld9OVJxQ-696x696-1_696x696.webp?v=1652367629,$379.00,"Discover the exquisite complexity of the 2021 Woodford Reserve Series Chocolate Malt Whisper Straight Bourbon Whiskey. This unique release captivates with rich notes of dark chocolate, roasted malt, and a hint of vanilla, all culminating in a smooth, luxurious finish. Crafted with precision and innovation, this bourbon exemplifies Woodford Reserve's commitment to pushing the boundaries of flavor. Elevate your collection with this rare and distinctive bourbon, available exclusively at Cana Wine Co. Size:  375ml Proof:  90.4 (45.2% ABV) Origin:  Kentucky Distillery:  Woodford Reserve", 375ml,"2021 woodford reserve series chocolate malt whisper straight bourbon whiskey discover exquisite complexity 2021 woodford reserve series chocolate malt whisper straight bourbon whiskey. unique release captivates rich notes dark chocolate, roasted malt, hint vanilla, culminating smooth, luxurious finish. crafted precision innovation, bourbon exemplifies woodford reserve's commitment pushing boundaries flavor. elevate collection rare distinctive bourbon, available exclusively cana wine co. size: 375ml proof: 90.4 (45.2% abv) origin: kentucky distillery: woodford reserve 375ml"
https://canawineco.com/collections/whiskey/products/william-heavenhill-barrel-proof-16-year-old-kentucky-straight-bourbon-106-proof,William Heavenhill Barrel Proof 16 Year Old Kentucky Straight Bourbon 106 Proof,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-19T122900.343_700x700.png?v=1718818146,"$1,299.99","Presented as the sixth installment in William Heavenhill's collection, this unparalleled expression is crafted from 15 carefully selected barrels, originally distilled at the renowned Bernheim Distillery. Aged for a minimum of 16 years on the fifth floor of Rickhouse Y, it is bottled at 53% ABV (106-proof). Prepare to be enchanted by its captivating dark amber hues, reminiscent of mahogany in a glass. The aroma unfolds with a graceful swirl of dark cherries over layers of hewn oak, swathes of melted chocolate, vintage leather dipped in caramel, and sweet vanilla essence. Size:  750ml Proof:  106 (53% ABV) Age:  16 Year Origin:  United States Distillery:  Heaven Hill Distillery", 750ml,"william heavenhill barrel proof 16 year old kentucky straight bourbon 106 proof presented sixth installment william heavenhill's collection, unparalleled expression crafted 15 carefully selected barrels, originally distilled renowned bernheim distillery. aged minimum 16 years fifth floor rickhouse y, bottled 53% abv (106-proof). prepare enchanted captivating dark amber hues, reminiscent mahogany glass. aroma unfolds graceful swirl dark cherries layers hewn oak, swathes melted chocolate, vintage leather dipped caramel, sweet vanilla essence. size: 750ml proof: 106 (53% abv) age: 16 year origin: united states distillery: heaven hill distillery 750ml"
https://canawineco.com/collections/whiskey/products/willett-family-estate-single-barrel-bourbon-1314-11-yr-121-5-proof,Willett Family Estate Bottled Single Barrel 11 Year Old Barrel No. 1314 Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-21T124439.316_700x700.png?v=1718991885,"$2,195.00","Introducing Willett Family Estate Bottled Single Barrel 11 Year Old Barrel No. 1314 Kentucky Straight Bourbon Whiskey, a distinguished example of premium bourbon craftsmanship. Aged for 11 years, this single barrel bourbon offers a rich and nuanced flavor profile with notes of caramel, vanilla, and toasted oak, complemented by hints of spice and dark fruit. Each sip delivers a smooth and balanced finish, showcasing the meticulous attention to detail and expertise of the Willett family. Ideal for bourbon enthusiasts and collectors, this limited-edition release provides an exceptional and memorable tasting experience. Size:  750ml Proof:  121.4 (60.7% ABV) Age:  11 Year Origin:  Kentucky Distillery:  Willett", 750ml,"willett family estate bottled single barrel 11 year old barrel no. 1314 kentucky straight bourbon whiskey introducing willett family estate bottled single barrel 11 year old barrel no. 1314 kentucky straight bourbon whiskey, distinguished example premium bourbon craftsmanship. aged 11 years, single barrel bourbon offers rich nuanced flavor profile notes caramel, vanilla, toasted oak, complemented hints spice dark fruit. sip delivers smooth balanced finish, showcasing meticulous attention detail expertise willett family. ideal bourbon enthusiasts collectors, limited-edition release provides exceptional memorable tasting experience. size: 750ml proof: 121.4 (60.7% abv) age: 11 year origin: kentucky distillery: willett 750ml"
https://canawineco.com/collections/whiskey/products/william-larue-weller-bourbon-2012-release-123-4-proof,2012 William Larue Weller Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/IMG_0182_46_700x700.webp?v=1652367348,"$3,395.00","Experience the rare and exquisite 2012 William Larue Weller Kentucky Straight Bourbon Whiskey, a gem in the realm of spirits. Crafted with the utmost care and aged to perfection, this bourbon boasts a rich and complex profile with notes of caramel, vanilla, and oak. Its velvety texture and smooth finish make it a true connoisseur's choice. Limited in availability and highly sought after, indulge in this distinguished expression of American whiskey craftsmanship today. Size:  750ml Proof:  123.4 (61.7% ABV) Distillery:  Buffalo Trace ", 750ml,"2012 william larue weller kentucky straight bourbon whiskey experience rare exquisite 2012 william larue weller kentucky straight bourbon whiskey, gem realm spirits. crafted utmost care aged perfection, bourbon boasts rich complex profile notes caramel, vanilla, oak. velvety texture smooth finish make true connoisseur's choice. limited availability highly sought after, indulge distinguished expression american whiskey craftsmanship today. size: 750ml proof: 123.4 (61.7% abv) distillery: buffalo trace 750ml"
https://canawineco.com/collections/whiskey/products/william-larue-weller-bourbon-2011-release-133-5-proof,2011 William Larue Weller Kentucky Straight Bourbon Whiskey,//canawineco.com/cdn/shop/products/brbon_wlw15_525x700.webp?v=1652367308,"$4,395.00","Discover the legendary 2011 William Larue Weller Kentucky Straight Bourbon Whiskey—a masterpiece of craftsmanship and tradition. Aged to perfection, this exquisite bourbon offers rich notes of caramel, vanilla, and oak, enveloping the palate in a symphony of flavors. With a velvety smoothness and a lingering finish, it's a testament to the artistry of bourbon-making. Ideal for connoisseurs and collectors alike, indulge in the timeless elegance of William Larue Weller, now available at Cana Wine Co. Size:  750ml Proof:  133.5 (66.75% ABV) Distillery:  Buffalo Trace ", 750ml,"2011 william larue weller kentucky straight bourbon whiskey discover legendary 2011 william larue weller kentucky straight bourbon whiskey—a masterpiece craftsmanship tradition. aged perfection, exquisite bourbon offers rich notes caramel, vanilla, oak, enveloping palate symphony flavors. velvety smoothness lingering finish, testament artistry bourbon-making. ideal connoisseurs collectors alike, indulge timeless elegance william larue weller, available cana wine co. size: 750ml proof: 133.5 (66.75% abv) distillery: buffalo trace 750ml"
https://canawineco.com/collections/whiskey/products/willett-family-estate-bottled-single-barrel-bourbon-16-yr-barrel-a38-121-2-proof-decanter-set-in-display-case,Willett Family Estate Bottled Single Barrel 16 Year Old Barrel No. A38 Kentucky Straight Bourbon Whiskey Decanter Set in Display Case,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-21T124339.168_700x700.png?v=1718991826,"$17,995.00","Introducing the Willett Family Estate Bottled Single Barrel 16 Year Old Barrel No. A38 Kentucky Straight Bourbon Whiskey, elegantly presented in a decanter set within a display case. Aged for 16 years, this exquisite bourbon features a rich and complex flavor profile with notes of caramel, vanilla, and toasted oak, enhanced by hints of spice and dark fruit. Each sip reveals a smooth and sophisticated finish, showcasing the meticulous care and craftsmanship of the Willett family. Perfect for the discerning connoisseur and collector, this limited-edition release offers an exceptional and memorable tasting experience, beautifully presented in a display-worthy decanter set. Size:  750ml Proof:  121.2 (60.6% ABV) Age:  16 Year Origin:  Kentucky Distillery:  Willett", 750ml,"willett family estate bottled single barrel 16 year old barrel no. a38 kentucky straight bourbon whiskey decanter set display case introducing willett family estate bottled single barrel 16 year old barrel no. a38 kentucky straight bourbon whiskey, elegantly presented decanter set within display case. aged 16 years, exquisite bourbon features rich complex flavor profile notes caramel, vanilla, toasted oak, enhanced hints spice dark fruit. sip reveals smooth sophisticated finish, showcasing meticulous care craftsmanship willett family. perfect discerning connoisseur collector, limited-edition release offers exceptional memorable tasting experience, beautifully presented display-worthy decanter set. size: 750ml proof: 121.2 (60.6% abv) age: 16 year origin: kentucky distillery: willett 750ml"
https://canawineco.com/collections/whiskey/products/copy-of-orphan-barrel-barterhouse-20-year-kentucky-straight-bourbon-whiskey,Orphan Barrel Fable & Folly 14 Year Old Kentucky Bourbon Whiskey,//canawineco.com/cdn/shop/files/Untitleddesign-2024-06-18T123231.830_700x700.png?v=1718731957,$285.00,"Discover the exquisite allure of Orphan Barrel Fable & Folly 14 Year Old Kentucky Bourbon Whiskey, a rare gem meticulously crafted for the discerning connoisseur. Aged to perfection, this luxurious bourbon boasts a rich, complex profile with notes of caramel, vanilla, and toasted oak, intertwined with subtle hints of dried fruit and spice. Its velvety smooth finish delivers a sublime sip that lingers, making each moment a timeless experience. Elevate your collection with this distinguished bourbon, a testament to the art of fine whiskey making. Available exclusively at Cana Wine Co. Size:  750ml Proof:  90 (45% ABV) Origin:  Kentucky Distillery:  Port Dundas", 750ml,"orphan barrel fable & folly 14 year old kentucky bourbon whiskey discover exquisite allure orphan barrel fable & folly 14 year old kentucky bourbon whiskey, rare gem meticulously crafted discerning connoisseur. aged perfection, luxurious bourbon boasts rich, complex profile notes caramel, vanilla, toasted oak, intertwined subtle hints dried fruit spice. velvety smooth finish delivers sublime sip lingers, making moment timeless experience. elevate collection distinguished bourbon, testament art fine whiskey making. available exclusively cana wine co. size: 750ml proof: 90 (45% abv) origin: kentucky distillery: port dundas 750ml"
